id_rank,CREDIT_FLAG,PROVINCE,SEX,AGE,occupation,mobile_fixed_days,adr_stability_days,consume_steady_byxs_1y,use_mobile_2_cnt_1y,activity_area_stability,last_1y_total_active_biz_cnt,have_car_flag,have_fang_flag,last_6m_avg_asset_total,last_3m_avg_asset_total,last_1m_avg_asset_total,last_1y_avg_asset_total,tot_pay_amt_6m,tot_pay_amt_3m,tot_pay_amt_1m,ebill_pay_amt_6m,ebill_pay_amt_3m,ebill_pay_amt_1m,avg_puc_sdm_last_1y,xfdc_index,pre_1y_pay_cnt,pre_1y_pay_amount,auth_fin_last_1m_cnt,auth_fin_last_3m_cnt,auth_fin_last_6m_cnt,credit_pay_amt_1m,credit_pay_amt_3m,credit_pay_amt_6m,credit_pay_amt_1y,credit_pay_months_1y,credit_total_pay_months,credit_duration,positive_biz_cnt_1y,ovd_order_cnt_1m,ovd_order_amt_1m,ovd_order_cnt_3m,ovd_order_amt_3m,ovd_order_cnt_6m,ovd_order_amt_6m,ovd_order_cnt_12m,ovd_order_amt_12m,ovd_order_c0t_3m_m1_status,ovd_order_c0t_6m_m1_status,ovd_order_c0t_12m_m1_status,ovd_order_c0t_12m_m3_status,ovd_order_c0t_12m_m6_status,ovd_order_c0t_21_m3_status,ovd_order_c0t_21_m6_status,ovd_order_c0t_51_m3_status,ovd_order_c0t_51_m6_status,relevant_stability,sns_pii
21789,0,1,0,2,3,6,7,10,2,4,6,1,1,2,2,2,4,2,1,1,2,1,1,1,2,3,2,1,1,1,1,1,1,3,5,9,10,1,2,2,4,4,5,6,5,6,1,1,1,1,1,1,1,1,1,4,1
2242,1,1,1,1,1,3,3,5,1,5,5,0,0,2,2,2,3,2,3,4,3,4,6,1,4,10,6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,3
2730,1,3,0,1,1,6,4,9,1,3,4,0,0,4,5,3,4,8,9,2,4,3,4,1,7,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,2
4433,1,4,0,1,4,4,2,7,2,4,8,0,0,5,5,4,5,6,7,6,7,8,6,1,2,7,5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,8
24963,0,6,1,2,0,4,2,7,2,3,10,0,0,4,4,4,3,9,9,9,9,9,10,1,5,9,9,3,4,4,6,5,4,4,9,6,4,2,1,1,2,4,2,4,2,4,1,1,1,0,0,0,0,0,0,5,8
4966,1,6,0,1,3,4,3,8,3,4,6,0,0,4,3,4,3,3,4,5,4,4,5,1,8,4,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,3
17,1,0,0,1,0,10,7,3,1,4,6,1,0,8,8,9,7,7,6,7,9,8,10,1,9,1,1,1,2,2,4,3,4,3,10,6,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,4
8159,1,0,0,2,1,7,9,9,1,3,2,1,1,2,2,2,2,4,2,2,8,3,4,1,7,1,1,1,1,1,1,1,1,1,1,2,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1
9079,1,0,1,2,1,10,9,10,2,3,4,0,1,4,3,4,3,7,5,7,6,6,8,1,10,8,10,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,1
9319,1,0,1,2,1,5,6,4,2,4,8,0,1,8,9,9,9,4,4,5,6,6,9,1,7,5,4,1,1,1,3,3,3,3,9,9,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,6
10242,1,0,1,2,0,9,10,4,1,3,4,1,1,2,2,1,2,8,6,5,10,9,8,1,7,2,3,2,3,3,4,3,4,4,9,10,10,1,1,1,4,7,6,15,6,15,1,1,1,0,0,0,0,0,0,3,8
11009,1,0,0,1,0,7,7,10,2,2,6,1,1,7,7,7,7,2,2,2,2,3,2,1,9,2,3,1,1,1,1,1,1,1,1,5,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,7
11379,1,0,0,1,1,4,5,9,1,3,9,1,1,3,2,2,3,9,6,8,5,6,8,1,7,3,3,2,3,3,1,1,3,3,5,7,9,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,8
12684,1,0,1,1,0,10,8,5,2,3,6,1,1,9,6,6,13,5,6,8,9,10,11,1,6,4,6,2,2,2,2,2,2,3,7,5,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,3
12770,1,0,0,2,2,9,7,10,1,4,4,0,0,2,2,2,3,6,6,8,7,6,7,1,3,3,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,3
13502,1,0,1,2,1,7,7,9,1,2,8,1,1,9,9,9,9,6,7,6,6,6,6,1,6,10,9,1,1,1,4,4,4,3,7,5,6,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,4
14794,1,0,1,1,1,3,2,6,2,3,8,1,0,7,7,7,6,4,4,6,6,7,9,1,9,7,8,1,1,1,4,3,3,3,6,4,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,2
16745,1,0,1,2,0,5,4,7,2,3,6,1,0,3,2,2,5,2,2,2,2,2,2,1,5,4,3,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,5
17230,1,0,1,1,2,7,5,10,1,2,3,0,0,2,2,2,2,2,2,4,2,3,6,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1
18323,1,0,0,1,2,6,4,8,1,4,6,1,0,4,4,4,3,7,8,8,4,3,3,1,2,10,8,1,1,1,4,4,4,3,6,5,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,7
21755,0,1,0,3,0,1,1,1,1,1,1,1,0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,1
21924,0,4,0,1,1,7,7,4,1,4,5,1,0,2,2,1,4,7,6,2,5,5,2,1,10,5,6,2,2,3,1,6,5,7,7,6,7,1,2,3,3,6,4,7,5,10,1,1,1,0,0,0,0,0,0,6,7
22841,0,5,0,2,2,8,5,9,2,2,6,1,1,2,2,2,2,8,8,8,7,8,8,1,4,10,9,1,1,3,2,2,5,4,5,5,5,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,4
22880,0,5,0,1,0,3,1,9,2,2,7,0,0,7,7,5,7,8,9,8,5,6,7,1,6,9,9,4,4,4,1,4,4,3,5,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,5
3558,1,4,0,1,0,8,7,9,1,4,9,1,1,6,6,6,6,10,10,10,9,9,10,2,3,5,4,3,3,4,1,1,2,2,3,4,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3918,1,4,0,1,4,6,5,8,1,6,6,0,0,8,8,8,8,5,5,6,4,3,4,1,2,4,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,8
6547,1,0,0,1,0,10,10,9,1,4,5,1,1,2,2,2,3,3,5,7,6,8,10,1,8,4,5,2,2,2,6,4,4,3,6,5,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,2
20471,0,0,1,3,0,5,3,9,2,2,6,0,1,2,2,2,2,4,4,6,6,2,1,1,6,8,7,1,2,3,1,1,1,2,2,5,4,1,3,4,4,4,4,4,5,8,1,1,1,0,0,0,0,0,0,6,4
12767,1,0,0,2,0,9,7,4,2,3,5,1,1,8,7,7,7,8,8,10,11,11,15,1,10,9,9,1,1,2,10,9,9,9,10,8,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,7
13394,1,0,0,1,0,3,2,7,2,3,7,0,0,7,6,7,6,5,5,4,5,5,4,1,4,8,7,1,1,2,6,6,5,4,10,7,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,6
17182,1,0,1,2,0,4,2,2,4,3,6,0,1,6,6,3,5,8,8,6,4,5,7,4,10,8,8,1,1,1,10,9,8,8,10,7,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,8
1297,1,1,1,2,0,3,2,8,2,2,5,0,1,2,2,2,2,3,4,4,5,6,5,1,10,3,4,1,2,2,3,3,3,2,4,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,3
1995,1,1,0,1,6,4,4,5,1,3,6,0,0,11,5,3,11,6,6,8,5,6,6,3,4,6,9,1,1,1,10,9,7,6,7,6,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,8
22750,0,4,0,1,1,3,2,10,3,3,10,1,0,4,4,4,4,10,13,9,11,12,9,3,6,10,10,3,5,5,4,4,4,4,8,5,9,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,8
22848,0,5,1,1,0,6,4,6,2,3,2,0,0,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,1
22902,0,5,0,2,0,8,6,10,2,2,5,1,1,2,2,1,2,4,2,3,7,3,4,1,4,3,2,2,2,2,2,2,2,2,2,2,5,1,1,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,2,2
3754,1,4,1,2,0,10,9,9,1,4,7,0,1,12,14,7,10,9,9,8,9,9,11,6,3,10,9,1,1,1,1,1,1,1,1,4,9,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,9
4594,1,4,0,1,3,4,3,4,2,3,6,1,0,5,5,6,5,10,11,13,10,10,10,1,8,8,9,2,2,4,4,4,5,5,10,8,5,1,1,1,1,1,2,3,2,3,0,1,1,0,0,0,0,0,0,7,9
24285,0,4,1,1,0,4,5,8,2,9,9,0,0,3,2,2,4,5,5,4,5,7,4,1,2,10,7,1,1,1,3,3,3,4,10,7,1,1,2,4,3,4,3,4,3,4,1,1,1,0,0,0,0,0,0,9,8
24537,0,6,0,2,1,8,10,7,2,8,8,1,1,5,4,5,5,9,9,9,11,11,11,3,6,6,8,1,1,3,10,7,5,5,5,10,9,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,9
4881,1,6,1,1,0,9,8,2,2,3,9,1,1,8,9,9,8,5,6,7,7,7,9,2,3,8,8,1,1,1,4,3,3,4,9,10,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,8
24965,0,6,0,1,0,2,1,1,1,1,7,0,1,4,4,4,1,2,3,5,2,2,5,1,2,7,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
4971,1,6,0,1,0,2,2,3,2,4,10,1,0,7,8,9,7,9,9,9,4,4,3,1,9,7,9,3,4,4,7,6,6,5,8,9,6,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,8
20382,0,0,0,2,0,2,2,2,2,2,4,0,1,1,2,2,2,2,3,6,2,2,3,1,3,2,2,2,2,2,4,3,3,3,4,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,1
6800,1,0,0,2,7,5,10,2,1,6,4,1,1,5,2,2,5,4,4,6,7,7,8,7,8,3,3,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,8
7174,1,0,0,2,2,10,9,9,2,3,6,0,1,3,2,2,3,3,5,5,7,9,8,1,5,5,5,1,1,2,1,1,2,2,3,8,7,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,4
7334,1,0,1,3,5,9,8,2,1,3,6,1,1,15,15,15,14,3,3,4,6,6,7,1,5,2,2,1,2,2,3,3,3,2,6,5,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,5
8652,1,0,0,2,0,4,7,6,2,3,8,1,1,2,3,3,2,4,5,5,5,6,7,1,4,3,4,1,1,1,4,3,3,3,6,4,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9
10594,1,0,1,1,0,1,1,1,1,1,2,0,0,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,1
13314,1,0,0,2,3,6,4,2,1,2,4,1,1,1,1,1,1,5,3,3,8,4,4,1,9,3,3,2,2,2,10,10,9,9,10,8,6,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,3
16761,1,0,0,1,0,5,4,5,1,2,5,1,1,2,1,1,2,2,2,2,3,3,2,1,3,7,5,1,2,2,1,2,2,2,7,6,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2
17349,1,0,1,1,4,6,4,4,1,3,7,0,0,3,3,3,3,2,2,2,3,3,3,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,3
18024,1,0,0,3,0,5,10,4,1,3,7,1,1,2,2,2,2,9,8,8,6,6,7,4,4,1,1,1,1,2,3,3,5,6,10,7,8,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,4
19386,1,0,1,1,0,2,2,2,2,10,9,0,0,7,8,8,7,6,7,8,9,9,10,1,5,8,8,1,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,8
21241,0,6,0,2,0,3,2,10,2,3,3,1,1,1,1,1,1,3,2,2,5,3,3,1,3,3,2,1,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2
642,1,5,0,2,5,4,2,8,1,2,6,1,1,3,2,2,3,2,2,3,3,2,4,3,2,2,2,2,2,2,1,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,3
691,1,5,1,1,1,6,7,2,1,3,10,0,0,6,6,7,6,8,7,7,9,8,8,3,8,10,10,2,2,3,9,9,10,10,10,8,9,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,9
2035,1,1,1,3,0,5,4,4,2,3,6,1,1,3,4,2,3,4,4,5,5,3,4,1,2,8,9,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,2
22371,0,6,0,2,0,2,4,6,2,3,10,1,1,6,6,6,6,8,9,9,9,9,8,5,9,8,9,1,1,2,1,2,4,4,8,5,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,9
22759,0,4,0,1,0,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
23473,0,4,0,2,0,4,4,6,1,2,2,1,1,1,1,1,1,3,3,4,5,6,7,1,9,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1
24374,0,4,0,2,0,2,1,10,1,1,3,0,0,2,2,2,2,4,6,2,2,2,4,1,8,3,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1
24541,0,6,0,1,0,6,4,2,1,3,8,0,1,2,3,2,2,10,10,9,13,13,9,2,9,4,5,2,2,3,4,4,7,6,10,7,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,6
5291,1,4,0,1,4,3,2,8,1,3,5,0,0,4,4,2,4,5,6,5,3,3,3,1,2,7,5,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,6
5588,1,0,0,3,0,4,2,9,1,4,6,0,1,6,4,1,6,2,3,2,2,2,3,2,10,3,4,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,6
8562,1,0,0,3,0,5,7,7,1,4,2,1,1,1,1,1,2,2,2,2,5,4,3,1,2,2,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,5
8917,1,0,1,1,1,10,10,4,1,5,4,1,1,2,3,3,3,4,4,4,8,7,6,1,6,6,8,2,2,2,1,1,1,2,3,6,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2
9228,1,0,1,3,1,9,8,9,1,4,9,1,1,9,10,12,9,15,15,15,8,6,8,1,10,9,10,1,1,2,10,10,10,10,10,8,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9
9289,1,0,1,2,0,10,10,10,1,8,8,1,1,3,4,3,3,9,10,11,8,9,9,1,5,8,9,1,1,1,6,6,5,4,7,9,9,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,5
10363,1,0,0,1,2,8,3,10,1,6,6,1,0,9,9,11,8,8,9,6,3,3,3,1,2,9,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,5
12088,1,0,0,2,1,5,2,10,1,3,7,1,1,8,6,6,9,4,5,8,5,6,9,1,10,4,5,3,3,3,1,1,1,2,2,3,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,2
15732,1,0,0,1,0,9,7,4,2,3,8,1,1,5,6,7,5,5,6,6,9,9,7,1,5,9,8,1,1,2,1,3,4,4,7,5,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,4
17649,1,0,1,1,0,9,6,10,2,3,3,0,0,2,2,2,2,2,3,4,3,3,5,1,7,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,1
3034,1,6,1,1,0,2,3,5,2,2,8,0,0,3,3,3,4,9,9,9,8,9,9,4,3,8,8,3,3,4,4,3,4,4,8,6,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,4
3038,1,6,0,1,1,5,6,7,2,6,8,0,0,7,7,7,7,4,2,3,5,3,4,1,10,9,9,1,1,1,1,1,1,2,1,4,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,8
22895,0,5,1,2,0,3,2,9,2,5,7,0,0,5,5,6,4,8,9,9,5,7,8,2,5,8,8,1,2,2,2,2,2,2,7,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,7
3609,1,4,0,1,4,6,4,2,1,3,9,0,0,8,8,7,8,5,4,6,6,7,9,1,7,4,4,2,2,3,3,3,3,3,10,9,5,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,6
23522,0,4,1,2,0,2,1,1,1,1,2,0,0,6,6,7,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
4321,1,4,0,3,0,10,10,4,2,4,9,1,1,9,9,7,9,5,5,7,8,9,10,3,2,6,7,1,1,2,8,10,10,10,10,10,10,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9
24505,0,6,0,2,1,3,9,4,2,9,10,1,1,4,4,4,6,9,9,6,8,8,8,1,2,10,9,1,1,1,3,3,3,4,9,9,6,1,3,4,6,6,7,12,7,12,1,1,1,0,0,0,0,0,0,7,8
4896,1,6,0,1,0,2,2,9,3,3,9,1,0,4,4,4,6,8,8,8,9,9,9,1,9,6,6,4,4,4,6,7,6,6,10,8,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4
25081,0,6,0,2,5,10,2,8,2,7,6,1,0,2,2,2,2,6,5,4,7,5,7,1,3,9,6,1,1,2,1,1,1,1,1,1,1,1,2,2,4,5,4,5,4,5,1,1,1,0,0,0,0,0,0,3,6
25594,0,4,0,2,0,2,2,5,3,2,7,1,1,3,3,2,2,5,6,7,8,9,9,2,7,7,4,3,4,4,3,4,4,4,6,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,7
8,1,0,1,2,0,9,10,6,1,7,7,1,1,7,7,7,7,9,9,12,10,9,9,2,7,2,3,1,1,2,1,3,4,5,7,9,10,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,7
6013,1,0,1,3,1,10,10,7,2,2,3,1,1,2,2,1,2,5,6,6,9,9,9,1,7,6,7,1,2,2,3,3,3,3,7,5,10,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,2
7451,1,0,0,2,0,8,2,3,1,2,5,1,1,7,6,6,7,2,2,3,3,2,4,4,4,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,1
7531,1,0,1,2,0,10,9,4,1,3,7,0,1,5,6,2,5,4,3,4,5,5,5,4,2,3,4,1,3,3,3,3,3,3,8,8,5,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,7
9037,1,0,0,2,5,3,7,8,2,3,8,1,1,15,15,15,15,6,7,9,8,9,10,1,10,4,8,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2
9312,1,0,1,2,1,5,10,5,1,6,4,1,1,2,2,2,2,5,5,6,9,8,9,1,8,1,1,1,1,1,1,1,1,2,2,4,8,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,3
10825,1,0,0,1,6,4,8,5,2,4,7,1,0,6,6,6,6,5,4,5,6,7,8,1,8,5,5,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,5
12503,1,0,0,1,0,6,4,8,1,6,6,0,1,3,4,5,4,4,5,5,7,8,9,1,8,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,4
12526,1,0,1,2,1,8,5,4,2,3,2,0,0,2,2,2,2,2,2,2,3,3,4,1,7,7,7,1,2,2,1,1,1,1,1,2,8,1,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,3,1
13036,1,0,0,2,0,5,10,6,1,4,7,1,1,15,12,11,15,9,10,8,10,10,10,1,8,6,7,1,1,2,6,5,6,6,10,9,5,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,5
18322,1,0,0,1,1,4,2,10,1,3,5,0,0,6,6,6,8,5,7,7,2,2,3,1,10,2,2,1,1,2,3,3,3,2,9,7,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,5
19213,1,0,0,1,0,7,5,5,2,3,5,0,0,8,8,9,7,2,2,3,3,3,2,1,3,10,7,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,4
22104,0,4,0,2,0,4,3,8,1,4,10,1,1,4,5,5,4,10,12,8,7,6,7,2,2,10,9,3,3,3,4,4,4,4,10,6,3,1,1,1,1,1,1,1,3,14,0,0,1,0,0,0,0,0,0,8,9
3118,1,4,1,1,1,2,10,2,2,2,9,1,1,7,7,2,7,15,15,15,12,14,11,1,9,3,5,3,5,5,1,10,9,10,8,10,10,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,9
3888,1,4,0,1,4,4,2,7,1,4,6,0,0,8,8,8,7,4,4,5,3,2,3,1,2,3,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,5
4366,1,4,0,3,0,8,6,7,2,2,5,1,1,2,2,2,2,2,3,2,4,5,3,1,2,5,3,1,2,2,6,4,4,4,9,8,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,1
24994,0,6,0,2,0,2,1,1,1,1,3,0,0,1,1,1,1,2,2,3,2,2,4,1,10,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
25026,0,6,0,2,0,3,4,7,2,4,7,0,0,3,2,2,3,4,5,6,4,3,3,1,2,7,4,1,3,3,1,1,2,2,5,6,3,1,2,2,2,2,2,2,3,7,1,1,1,0,0,0,0,0,0,8,6
25076,0,6,1,2,0,9,7,8,1,2,5,0,1,3,3,3,2,7,8,9,8,9,10,1,9,5,4,1,3,3,3,3,2,2,4,6,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,2
9100,1,0,0,2,1,5,4,2,1,4,7,0,1,2,3,3,2,5,6,6,7,8,9,1,4,10,9,1,1,1,5,6,6,5,10,7,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,5
10379,1,0,0,3,0,10,8,7,1,2,6,1,1,7,7,7,7,4,3,5,7,7,9,1,3,3,3,2,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,7,1
10425,1,0,0,2,3,8,6,7,1,2,5,0,1,5,2,2,5,4,5,6,3,3,5,1,10,8,9,1,1,1,1,3,3,3,7,7,8,1,1,1,1,1,1,1,2,4,0,0,1,0,0,0,0,0,0,2,6
11447,1,0,0,2,0,6,7,9,2,3,6,1,1,5,6,6,5,2,3,4,3,4,5,1,3,9,7,1,2,3,3,2,2,2,7,5,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,6
12712,1,0,0,2,0,4,10,4,1,6,4,1,1,8,8,9,8,5,5,4,9,9,8,1,7,4,6,1,1,1,1,1,3,3,6,7,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,6
14598,1,0,1,1,1,2,3,5,2,5,6,0,0,2,2,2,4,5,4,5,5,4,3,1,4,8,7,2,2,2,3,4,4,4,10,8,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,5
14954,1,0,1,1,2,3,2,10,3,5,8,0,0,4,4,3,5,4,5,6,2,2,2,1,4,9,7,1,1,1,4,5,4,4,6,4,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,3
15788,1,0,1,2,5,3,7,2,1,8,9,1,1,7,7,7,7,7,8,8,10,10,11,1,5,2,3,1,1,1,1,1,2,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,9,7
16388,1,0,0,1,4,3,2,8,2,5,4,0,0,3,2,2,2,3,4,5,3,4,4,1,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,2
17001,1,0,0,2,2,3,5,10,1,3,4,0,0,1,1,1,2,2,3,3,2,2,4,1,9,4,4,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,3
19488,1,0,0,1,0,5,2,4,2,5,6,0,0,3,4,5,3,2,3,5,5,5,8,1,4,10,8,1,1,1,1,1,1,2,2,3,3,1,1,1,2,3,2,3,2,3,1,1,1,0,0,0,0,0,0,9,4
